Genome	Species	Resistance gene	Identity	Alignment Length/Gene Length	Coverage	Position in reference	Contig	Position in contig	Phenotype	Accession no.
SAMEA7510345	salivarius	msr(D)	99.93	1464/1464	100.0	1..1464	SAMEA7510345.contig00001 len=300344 cov=57.4 corr=0 origname=NODE_1_length_300344_cov_57.375368_pilon sw=shovill-spades/1.1.0 date=20230705	66830..68293	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA7510345	salivarius	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA7510345.contig00001 len=300344 cov=57.4 corr=0 origname=NODE_1_length_300344_cov_57.375368_pilon sw=shovill-spades/1.1.0 date=20230705	68413..69630	Erythromycin, Azithromycin	U83667
SAMEA7704723	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA7704723.contig00009 len=75092 cov=28.4 corr=0 origname=NODE_9_length_75092_cov_28.374402_pilon sw=shovill-spades/1.1.0 date=20230623	57403..58866	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA7704723	salivarius	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA7704723.contig00009 len=75092 cov=28.4 corr=0 origname=NODE_9_length_75092_cov_28.374402_pilon sw=shovill-spades/1.1.0 date=20230623	56066..57283	Erythromycin, Azithromycin	U83667
SAMEA9956575	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA9956575.contig00010 len=79431 cov=33.9 corr=0 origname=NODE_10_length_79431_cov_33.888578_pilon sw=shovill-spades/1.1.0 date=20240706	13322..14785	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA9956575	salivarius	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA9956575.contig00010 len=79431 cov=33.9 corr=0 origname=NODE_10_length_79431_cov_33.888578_pilon sw=shovill-spades/1.1.0 date=20240706	14905..16122	Erythromycin, Azithromycin	U83667
SAMN02344625	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN02344625.contig00005 len=114753 cov=35.7 corr=0 origname=NODE_5_length_114753_cov_35.692377_pilon sw=shovill-spades/1.0.4 date=20190227	46547..48010	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN02344625	salivarius	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN02344625.contig00005 len=114753 cov=35.7 corr=0 origname=NODE_5_length_114753_cov_35.692377_pilon sw=shovill-spades/1.0.4 date=20190227	48130..49347	Erythromycin, Azithromycin	U83667
SAMN02344625	salivarius	lsa(C)	99.86	1479/1479	100.0	1..1479	SAMN02344625.contig00012 len=45327 cov=34.5 corr=0 origname=NODE_12_length_45327_cov_34.544432_pilon sw=shovill-spades/1.0.4 date=20190227	2305..3783	Lincomycin, Clindamycin, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin	HM990671
SAMN02344625	salivarius	tet(M)	99.90	1920/1920	100.0	1..1920	SAMN02344625.contig00012 len=45327 cov=34.5 corr=0 origname=NODE_12_length_45327_cov_34.544432_pilon sw=shovill-spades/1.0.4 date=20190227	16898..18817	Doxycycline, Tetracycline, Minocycline	X75073
SAMN02471219	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN02471219.contig00005 len=146391 cov=34.5 corr=0 origname=NODE_5_length_146391_cov_34.549634_pilon sw=shovill-spades/1.0.4 date=20190223	46484..47947	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN02471219	salivarius	mef(A)	99.92	1218/1218	100.0	1..1218	SAMN02471219.contig00005 len=146391 cov=34.5 corr=0 origname=NODE_5_length_146391_cov_34.549634_pilon sw=shovill-spades/1.0.4 date=20190223	48067..49284	Erythromycin, Azithromycin	U83667
SAMN03197239	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN03197239.contig00020 len=41209 cov=13.6 corr=0 origname=NODE_20_length_41209_cov_13.590235_pilon sw=shovill-spades/1.0.4 date=20190226	32380..33843	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN03197239	salivarius	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN03197239.contig00020 len=41209 cov=13.6 corr=0 origname=NODE_20_length_41209_cov_13.590235_pilon sw=shovill-spades/1.0.4 date=20190226	33963..35180	Erythromycin, Azithromycin	U83667
SAMN03197931	salivarius	erm(B)	100.00	738/738	100.0	1..738	SAMN03197931.contig00002 len=269875 cov=6.3 corr=0 origname=NODE_2_length_269875_cov_6.306056_pilon sw=shovill-spades/1.0.4 date=20190301	123224..123961	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	U86375
SAMN03197931	salivarius	tet(M)	99.53	1920/1920	100.0	1..1920	SAMN03197931.contig00002 len=269875 cov=6.3 corr=0 origname=NODE_2_length_269875_cov_6.306056_pilon sw=shovill-spades/1.0.4 date=20190301	125068..126987	Doxycycline, Tetracycline, Minocycline	X92947
SAMN04477505	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN04477505.contig00004 len=198669 cov=27.2 corr=0 origname=NODE_4_length_198669_cov_27.249751_pilon sw=shovill-spades/1.0.4 date=20190105	27576..29039	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN04477505	salivarius	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN04477505.contig00004 len=198669 cov=27.2 corr=0 origname=NODE_4_length_198669_cov_27.249751_pilon sw=shovill-spades/1.0.4 date=20190105	26239..27456	Erythromycin, Azithromycin	U83667
SAMN04477505	salivarius	tet(M)	100.00	1920/1920	100.0	1..1920	SAMN04477505.contig00007 len=140417 cov=29.1 corr=0 origname=NODE_7_length_140417_cov_29.136031_pilon sw=shovill-spades/1.0.4 date=20190105	101620..103539	Doxycycline, Tetracycline, Minocycline	X04388
SAMN04480045	salivarius	tet(32)	100.00	1920/1920	100.0	1..1920	SAMN04480045.contig00006 len=109357 cov=32.0 corr=0 origname=NODE_6_length_109357_cov_32.023186_pilon sw=shovill-spades/1.0.4 date=20190103	39587..41506	Doxycycline, Tetracycline, Minocycline	EU722333
SAMN04498650	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN04498650.contig00005 len=130861 cov=32.3 corr=0 origname=NODE_5_length_130861_cov_32.341858_pilon sw=shovill-spades/1.0.4 date=20190106	102023..103486	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN04498650	salivarius	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN04498650.contig00005 len=130861 cov=32.3 corr=0 origname=NODE_5_length_130861_cov_32.341858_pilon sw=shovill-spades/1.0.4 date=20190106	103606..104823	Erythromycin, Azithromycin	U83667
SAMN05421814	salivarius	blaTEM-116	100.00	861/861	100.0	1..861	SAMN05421814.contig00017 len=1880 cov=2068.7 corr=0 origname=NODE_17_length_1880_cov_2068.742227_pilon sw=shovill-spades/1.0.4 date=20190201	152..1012	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin	AY425988
SAMN10174755	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN10174755.contig00004 len=198680 cov=43.5 corr=0 origname=NODE_4_length_198680_cov_43.493576_pilon sw=shovill-spades/1.1.0 date=20230707	130427..131890	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN10174755	salivarius	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN10174755.contig00004 len=198680 cov=43.5 corr=0 origname=NODE_4_length_198680_cov_43.493576_pilon sw=shovill-spades/1.1.0 date=20230707	132010..133227	Erythromycin, Azithromycin	U83667
SAMN10174755	salivarius	tet(M)	99.90	1920/1920	100.0	1..1920	SAMN10174755.contig00011 len=46989 cov=56.9 corr=0 origname=NODE_11_length_46989_cov_56.856835_pilon sw=shovill-spades/1.1.0 date=20230707	33344..35263	Doxycycline, Tetracycline, Minocycline	X75073
SAMN10239557	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN10239557.contig00002 len=320198 cov=38.5 corr=0 origname=NODE_2_length_320198_cov_38.501307_pilon sw=shovill-spades/1.1.0 date=20230707	33491..34954	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN10239557	salivarius	mef(A)	99.92	1218/1218	100.0	1..1218	SAMN10239557.contig00002 len=320198 cov=38.5 corr=0 origname=NODE_2_length_320198_cov_38.501307_pilon sw=shovill-spades/1.1.0 date=20230707	35074..36291	Erythromycin, Azithromycin	U83667
SAMN11056486	salivarius	erm(B)	100.00	738/738	100.0	1..738	SAMN11056486.contig00005 len=160982 cov=39.4 corr=0 origname=NODE_5_length_160982_cov_39.359120_pilon sw=shovill-spades/1.1.0 date=20230706	12747..13484	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	U86375
SAMN11056486	salivarius	tet(M)	99.64	1920/1920	100.0	1..1920	SAMN11056486.contig00005 len=160982 cov=39.4 corr=0 origname=NODE_5_length_160982_cov_39.359120_pilon sw=shovill-spades/1.1.0 date=20230706	9721..11640	Doxycycline, Tetracycline, Minocycline	X92947
SAMN11849398	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN11849398.contig00002 len=320198 cov=38.5 corr=0 origname=NODE_2_length_320198_cov_38.501307_pilon sw=shovill-spades/1.1.0 date=20230706	33491..34954	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN11849398	salivarius	mef(A)	99.92	1218/1218	100.0	1..1218	SAMN11849398.contig00002 len=320198 cov=38.5 corr=0 origname=NODE_2_length_320198_cov_38.501307_pilon sw=shovill-spades/1.1.0 date=20230706	35074..36291	Erythromycin, Azithromycin	U83667
SAMN11849399	salivarius	lsa(C)	99.80	1479/1479	100.0	1..1479	SAMN11849399.contig00003 len=161631 cov=18.6 corr=0 origname=NODE_3_length_161631_cov_18.602923_pilon sw=shovill-spades/1.1.0 date=20230707	121497..122975	Lincomycin, Clindamycin, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin	HM990671
SAMN11849399	salivarius	msr(D)	98.50	1464/1464	100.0	1..1464	SAMN11849399.contig00004 len=152916 cov=11.0 corr=0 origname=NODE_4_length_152916_cov_11.039486_pilon sw=shovill-spades/1.1.0 date=20230707	41096..42559	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF227520
SAMN11849399	salivarius	mef(A)	99.92	1218/1218	100.0	1..1218	SAMN11849399.contig00004 len=152916 cov=11.0 corr=0 origname=NODE_4_length_152916_cov_11.039486_pilon sw=shovill-spades/1.1.0 date=20230707	42685..43902	Erythromycin, Azithromycin	HG423652
SAMN11849401	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN11849401.contig00003 len=320602 cov=42.9 corr=0 origname=NODE_3_length_320602_cov_42.886880_pilon sw=shovill-spades/1.1.0 date=20230706	33499..34962	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN11849401	salivarius	mef(A)	99.92	1218/1218	100.0	1..1218	SAMN11849401.contig00003 len=320602 cov=42.9 corr=0 origname=NODE_3_length_320602_cov_42.886880_pilon sw=shovill-spades/1.1.0 date=20230706	35082..36299	Erythromycin, Azithromycin	U83667
SAMN26876534	salivarius	msr(D)	96.11	1464/1464	100.0	1..1464	SAMN26876534.contig00001 len=812361 cov=33.5 corr=0 origname=NODE_1_length_812361_cov_33.481083_pilon sw=shovill-spades/1.1.0 date=20230701	202212..203675	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN26876534	salivarius	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN26876534.contig00001 len=812361 cov=33.5 corr=0 origname=NODE_1_length_812361_cov_33.481083_pilon sw=shovill-spades/1.1.0 date=20230701	200875..202092	Erythromycin, Azithromycin	U83667
SAMN26876534	salivarius	catQ	96.21	660/660	100.0	1..660	SAMN26876534.contig00001 len=812361 cov=33.5 corr=0 origname=NODE_1_length_812361_cov_33.481083_pilon sw=shovill-spades/1.1.0 date=20230701	205770..206429	Chloramphenicol	M55620
SAMN26876591	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN26876591.contig00007 len=146460 cov=39.9 corr=0 origname=NODE_7_length_146460_cov_39.854492_pilon sw=shovill-spades/1.1.0 date=20230626	119750..121213	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN26876591	salivarius	mef(A)	99.92	1218/1218	100.0	1..1218	SAMN26876591.contig00007 len=146460 cov=39.9 corr=0 origname=NODE_7_length_146460_cov_39.854492_pilon sw=shovill-spades/1.1.0 date=20230626	118413..119630	Erythromycin, Azithromycin	U83667
SAMN26876592	salivarius	erm(B)	99.86	738/738	100.0	1..738	SAMN26876592.contig00006 len=187107 cov=47.9 corr=0 origname=NODE_6_length_187107_cov_47.891286_pilon sw=shovill-spades/1.1.0 date=20230626	70941..71678	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	U18931
SAMN26876592	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN26876592.contig00007 len=179301 cov=34.8 corr=0 origname=NODE_7_length_179301_cov_34.757537_pilon sw=shovill-spades/1.1.0 date=20230626	9840..11303	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN26876592	salivarius	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN26876592.contig00007 len=179301 cov=34.8 corr=0 origname=NODE_7_length_179301_cov_34.757537_pilon sw=shovill-spades/1.1.0 date=20230626	11423..12640	Erythromycin, Azithromycin	U83667
SAMN29228697	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN29228697.contig00005 len=122357 cov=34.9 corr=0 origname=NODE_5_length_122357_cov_34.852917_pilon sw=shovill-spades/1.1.0 date=20240710	9307..10770	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN29228697	salivarius	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN29228697.contig00005 len=122357 cov=34.9 corr=0 origname=NODE_5_length_122357_cov_34.852917_pilon sw=shovill-spades/1.1.0 date=20240710	10890..12107	Erythromycin, Azithromycin	U83667
SAMN29228697	salivarius	tet(M)	95.15	1919/1920	99.94791666666667	1..1919	SAMN29228697.contig00006 len=85133 cov=29.8 corr=0 origname=NODE_6_length_85133_cov_29.793719_pilon sw=shovill-spades/1.1.0 date=20240710	65761..67679	Doxycycline, Tetracycline, Minocycline	JN846696
SAMN30578105	salivarius	erm(B)	99.86	738/738	100.0	1..738	SAMN30578105.contig00001 len=218636 cov=33.1 corr=0 origname=NODE_1_length_218636_cov_33.096204_pilon sw=shovill-spades/1.1.0 date=20230625	54810..55547	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	X72021
SAMN30578105	salivarius	erm(B)	99.86	738/738	100.0	1..738	SAMN30578105.contig00001 len=218636 cov=33.1 corr=0 origname=NODE_1_length_218636_cov_33.096204_pilon sw=shovill-spades/1.1.0 date=20230625	54810..55547	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	JN899585
SAMN30578105	salivarius	tet(M)	99.48	1921/1920	100.0	1..1920	SAMN30578105.contig00001 len=218636 cov=33.1 corr=0 origname=NODE_1_length_218636_cov_33.096204_pilon sw=shovill-spades/1.1.0 date=20230625	51965..53885	Doxycycline, Tetracycline, Minocycline	X75073
SAMN30578106	salivarius	lsa(C)	99.80	1479/1479	100.0	1..1479	SAMN30578106.contig00003 len=186228 cov=43.3 corr=0 origname=NODE_3_length_186228_cov_43.275993_pilon sw=shovill-spades/1.1.0 date=20230625	108348..109826	Lincomycin, Clindamycin, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin	HM990671
SAMN30578106	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN30578106.contig00012 len=80782 cov=33.4 corr=0 origname=NODE_12_length_80782_cov_33.423461_pilon sw=shovill-spades/1.1.0 date=20230625	49900..51363	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN30578106	salivarius	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN30578106.contig00012 len=80782 cov=33.4 corr=0 origname=NODE_12_length_80782_cov_33.423461_pilon sw=shovill-spades/1.1.0 date=20230625	51483..52700	Erythromycin, Azithromycin	U83667
SAMN30578108	salivarius	erm(B)	100.00	738/738	100.0	1..738	SAMN30578108.contig00007 len=166919 cov=27.1 corr=0 origname=NODE_7_length_166919_cov_27.130306_pilon sw=shovill-spades/1.1.0 date=20230628	164499..165236	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	X72021
SAMN30578110	salivarius	msr(D)	99.93	1464/1464	100.0	1..1464	SAMN30578110.contig00002 len=393755 cov=39.7 corr=0 origname=NODE_2_length_393755_cov_39.688846_pilon sw=shovill-spades/1.1.0 date=20230627	125703..127166	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN30578110	salivarius	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN30578110.contig00002 len=393755 cov=39.7 corr=0 origname=NODE_2_length_393755_cov_39.688846_pilon sw=shovill-spades/1.1.0 date=20230627	124366..125583	Erythromycin, Azithromycin	U83667
SAMN37326959	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN37326959.contig00001 len=416926 cov=57.6 corr=0 origname=NODE_1_length_416926_cov_57.596629_pilon sw=shovill-spades/1.1.0 date=20240719	299391..300854	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN37326959	salivarius	mef(A)	99.92	1218/1218	100.0	1..1218	SAMN37326959.contig00001 len=416926 cov=57.6 corr=0 origname=NODE_1_length_416926_cov_57.596629_pilon sw=shovill-spades/1.1.0 date=20240719	300974..302191	Erythromycin, Azithromycin	U83667
SAMN37326959	salivarius	erm(B)	99.86	738/738	100.0	1..738	SAMN37326959.contig00012 len=64262 cov=51.6 corr=0 origname=NODE_12_length_64262_cov_51.628733_pilon sw=shovill-spades/1.1.0 date=20240719	53577..54314	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	X72021
SAMN37326959	salivarius	erm(B)	99.86	738/738	100.0	1..738	SAMN37326959.contig00012 len=64262 cov=51.6 corr=0 origname=NODE_12_length_64262_cov_51.628733_pilon sw=shovill-spades/1.1.0 date=20240719	53577..54314	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	JN899585
SAMN37326959	salivarius	tet(M)	99.53	1920/1920	100.0	1..1920	SAMN37326959.contig00012 len=64262 cov=51.6 corr=0 origname=NODE_12_length_64262_cov_51.628733_pilon sw=shovill-spades/1.1.0 date=20240719	50551..52470	Doxycycline, Tetracycline, Minocycline	X04388
SAMN41328034	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN41328034.contig00031 len=13957 cov=4.9 corr=7 origname=NODE_31_length_13957_cov_4.921967_pilon sw=shovill-spades/1.1.0 date=20240724	2675..4138	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN41328034	salivarius	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN41328034.contig00031 len=13957 cov=4.9 corr=7 origname=NODE_31_length_13957_cov_4.921967_pilon sw=shovill-spades/1.1.0 date=20240724	1338..2555	Erythromycin, Azithromycin	U83667
SAMN41328079	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN41328079.contig00001 len=573473 cov=34.7 corr=0 origname=NODE_1_length_573473_cov_34.736018_pilon sw=shovill-spades/1.1.0 date=20240724	562171..563634	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN41328079	salivarius	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN41328079.contig00001 len=573473 cov=34.7 corr=0 origname=NODE_1_length_573473_cov_34.736018_pilon sw=shovill-spades/1.1.0 date=20240724	560834..562051	Erythromycin, Azithromycin	U83667
SAMN41328934	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN41328934.contig00009 len=58345 cov=35.7 corr=0 origname=NODE_9_length_58345_cov_35.704365_pilon sw=shovill-spades/1.1.0 date=20240719	44595..46058	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN41328934	salivarius	mef(A)	99.92	1218/1218	100.0	1..1218	SAMN41328934.contig00009 len=58345 cov=35.7 corr=0 origname=NODE_9_length_58345_cov_35.704365_pilon sw=shovill-spades/1.1.0 date=20240719	43258..44475	Erythromycin, Azithromycin	U83667
SAMN41329241	salivarius	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN41329241.contig00013 len=66806 cov=38.5 corr=0 origname=NODE_13_length_66806_cov_38.471175_pilon sw=shovill-spades/1.1.0 date=20240721	50388..51851	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN41329241	salivarius	mef(A)	99.92	1218/1218	100.0	1..1218	SAMN41329241.contig00013 len=66806 cov=38.5 corr=0 origname=NODE_13_length_66806_cov_38.471175_pilon sw=shovill-spades/1.1.0 date=20240721	49051..50268	Erythromycin, Azithromycin	U83667
SAMN41329274	salivarius	erm(B)	100.00	738/738	100.0	1..738	SAMN41329274.contig00006 len=134621 cov=33.4 corr=0 origname=NODE_6_length_134621_cov_33.378247_pilon sw=shovill-spades/1.1.0 date=20240721	121141..121878	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	U86375
SAMN41329274	salivarius	tet(M)	99.90	1920/1920	100.0	1..1920	SAMN41329274.contig00006 len=134621 cov=33.4 corr=0 origname=NODE_6_length_134621_cov_33.378247_pilon sw=shovill-spades/1.1.0 date=20240721	122985..124904	Doxycycline, Tetracycline, Minocycline	X75073
SAMN41336296	salivarius	tet(O)	99.79	1920/1920	100.0	1..1920	SAMN41336296.contig00015 len=56363 cov=66.0 corr=0 origname=NODE_15_length_56363_cov_66.001742_pilon sw=shovill-spades/1.1.0 date=20240724	21048..22967	Doxycycline, Tetracycline, Minocycline	M18896
SAMN41337062	salivarius	tet(O)	99.79	1920/1920	100.0	1..1920	SAMN41337062.contig00017 len=56070 cov=57.2 corr=0 origname=NODE_17_length_56070_cov_57.245967_pilon sw=shovill-spades/1.1.0 date=20240725	33397..35316	Doxycycline, Tetracycline, Minocycline	M18896
SAMN44729552	salivarius	lsa(C)	94.86	1479/1479	100.0	1..1479	SAMN44729552.contig00007 len=138816 cov=37.9 corr=0 origname=NODE_7_length_138816_cov_37.897502_pilon sw=shovill-spades/1.1.0 date=20241220	55426..56904	Lincomycin, Clindamycin, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin	HM990671
SAMN44729552	salivarius	erm(B)	100.00	738/738	100.0	1..738	SAMN44729552.contig00007 len=138816 cov=37.9 corr=0 origname=NODE_7_length_138816_cov_37.897502_pilon sw=shovill-spades/1.1.0 date=20241220	38411..39148	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	U86375
SAMN44729552	salivarius	tet(M)	99.84	1920/1920	100.0	1..1920	SAMN44729552.contig00007 len=138816 cov=37.9 corr=0 origname=NODE_7_length_138816_cov_37.897502_pilon sw=shovill-spades/1.1.0 date=20241220	40255..42174	Doxycycline, Tetracycline, Minocycline	X75073
