Genome	Species	Resistance gene	Identity	Alignment Length/Gene Length	Coverage	Position in reference	Contig	Position in contig	Phenotype	Accession no.
SAMEA9581521	parasanguinis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA9581521.contig00010 len=65357 cov=32.7 corr=0 origname=NODE_10_length_65357_cov_32.721472_pilon sw=shovill-spades/1.1.0 date=20230703	4477..5694	Erythromycin, Azithromycin	U83667
SAMEA9581521	parasanguinis	tet(M)	99.84	1920/1920	100.0	1..1920	SAMEA9581521.contig00004 len=98160 cov=35.3 corr=1 origname=NODE_4_length_98160_cov_35.332270_pilon sw=shovill-spades/1.1.0 date=20230703	46014..47933	Doxycycline, Tetracycline, Minocycline	X04388
SAMEA9581521	parasanguinis	tetA(46)	94.90	1725/1725	100.0	1..1725	SAMEA9581521.contig00027 len=23137 cov=43.2 corr=0 origname=NODE_27_length_23137_cov_43.203431_pilon sw=shovill-spades/1.1.0 date=20230703	13945..15669	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMEA9581521	parasanguinis	tetB(46)	92.69	1711/1737	98.38802533103052	1..1710	SAMEA9581521.contig00027 len=23137 cov=43.2 corr=0 origname=NODE_27_length_23137_cov_43.203431_pilon sw=shovill-spades/1.1.0 date=20230703	12234..13943	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN00761820	parasanguinis	tetA(46)	94.78	1725/1725	100.0	1..1725	SAMN00761820.contig00001 len=198095 cov=38.6 corr=0 origname=NODE_1_length_198095_cov_38.583019_pilon sw=shovill-spades/1.0.4 date=20190218	186302..188026	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN00761820	parasanguinis	tetB(46)	93.11	1712/1737	98.33045480713875	1..1710	SAMN00761820.contig00001 len=198095 cov=38.6 corr=0 origname=NODE_1_length_198095_cov_38.583019_pilon sw=shovill-spades/1.0.4 date=20190218	184591..186300	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN03197535	parasanguinis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN03197535.contig00030 len=18337 cov=9.7 corr=0 origname=NODE_30_length_18337_cov_9.741542_pilon sw=shovill-spades/1.0.4 date=20190226	14070..15533	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN03197535	parasanguinis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN03197535.contig00030 len=18337 cov=9.7 corr=0 origname=NODE_30_length_18337_cov_9.741542_pilon sw=shovill-spades/1.0.4 date=20190226	15653..16870	Erythromycin, Azithromycin	U83667
SAMN03197535	parasanguinis	tetA(46)	94.72	1725/1725	100.0	1..1725	SAMN03197535.contig00004 len=118544 cov=10.3 corr=0 origname=NODE_4_length_118544_cov_10.307648_pilon sw=shovill-spades/1.0.4 date=20190226	14476..16200	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN03197535	parasanguinis	tetB(46)	92.52	1712/1737	98.33045480713875	1..1710	SAMN03197535.contig00004 len=118544 cov=10.3 corr=0 origname=NODE_4_length_118544_cov_10.307648_pilon sw=shovill-spades/1.0.4 date=20190226	16202..17911	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN03197535	parasanguinis	tet(M)	99.90	1920/1920	100.0	1..1920	SAMN03197535.contig00018 len=43291 cov=9.6 corr=0 origname=NODE_18_length_43291_cov_9.641115_pilon sw=shovill-spades/1.0.4 date=20190226	24449..26368	Doxycycline, Tetracycline, Minocycline	FR671418
SAMN03197643	parasanguinis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN03197643.contig00003 len=204951 cov=8.3 corr=0 origname=NODE_3_length_204951_cov_8.324492_pilon sw=shovill-spades/1.0.4 date=20190224	110503..111966	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN03197643	parasanguinis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN03197643.contig00003 len=204951 cov=8.3 corr=0 origname=NODE_3_length_204951_cov_8.324492_pilon sw=shovill-spades/1.0.4 date=20190224	109166..110383	Erythromycin, Azithromycin	U83667
SAMN03197643	parasanguinis	tetA(46)	94.78	1725/1725	100.0	1..1725	SAMN03197643.contig00002 len=325538 cov=8.9 corr=0 origname=NODE_2_length_325538_cov_8.874033_pilon sw=shovill-spades/1.0.4 date=20190224	292092..293816	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN03197643	parasanguinis	tetB(46)	92.23	1711/1737	98.38802533103052	1..1710	SAMN03197643.contig00002 len=325538 cov=8.9 corr=0 origname=NODE_2_length_325538_cov_8.874033_pilon sw=shovill-spades/1.0.4 date=20190224	293818..295527	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN03197975	parasanguinis	tetA(46)	94.84	1725/1725	100.0	1..1725	SAMN03197975.contig00001 len=323979 cov=14.7 corr=0 origname=NODE_1_length_323979_cov_14.660836_pilon sw=shovill-spades/1.0.4 date=20190227	299207..300931	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN03197975	parasanguinis	tetB(46)	92.23	1711/1737	98.38802533103052	1..1710	SAMN03197975.contig00001 len=323979 cov=14.7 corr=0 origname=NODE_1_length_323979_cov_14.660836_pilon sw=shovill-spades/1.0.4 date=20190227	300933..302642	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN19353788	parasanguinis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN19353788.contig00002 len=208928 cov=45.7 corr=0 origname=NODE_2_length_208928_cov_45.722718_pilon sw=shovill-spades/1.1.0 date=20230630	3828..5291	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN19353788	parasanguinis	mef(A)	99.92	1218/1218	100.0	1..1218	SAMN19353788.contig00002 len=208928 cov=45.7 corr=0 origname=NODE_2_length_208928_cov_45.722718_pilon sw=shovill-spades/1.1.0 date=20230630	2491..3708	Erythromycin, Azithromycin	U83667
SAMN19353788	parasanguinis	lsa(C)	91.61849710982659	346/1479	23.39418526031102	1..346	SAMN19353788.contig00006 len=92684 cov=49.9 corr=0 origname=NODE_6_length_92684_cov_49.902111_pilon sw=shovill-spades/1.1.0 date=20230630	92339..92684	Lincomycin, Clindamycin, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin	HM990671
SAMN19353788	parasanguinis	lsa(C)	95.42619542619542	962/1479	65.04394861392832	518..1479	SAMN19353788.contig00013 len=71567 cov=48.5 corr=0 origname=NODE_13_length_71567_cov_48.485718_pilon sw=shovill-spades/1.1.0 date=20230630	1..962	Lincomycin, Clindamycin, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin	HM990671
SAMN19353788	parasanguinis	lsa(C)	93.36492890995261	633/1479	42.46112237998648	1..633	SAMN19353788.contig00013 len=71567 cov=48.5 corr=0 origname=NODE_13_length_71567_cov_48.485718_pilon sw=shovill-spades/1.1.0 date=20230630	12097..12724	Lincomycin, Clindamycin, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin	HM990671
SAMN19353788	parasanguinis	tetA(46)	94.67	1725/1725	100.0	1..1725	SAMN19353788.contig00001 len=385369 cov=54.2 corr=2 origname=NODE_1_length_385370_cov_54.177398_pilon sw=shovill-spades/1.1.0 date=20230630	237983..239707	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN19353788	parasanguinis	tetB(46)	93.05	1711/1737	98.38802533103052	1..1710	SAMN19353788.contig00001 len=385369 cov=54.2 corr=2 origname=NODE_1_length_385370_cov_54.177398_pilon sw=shovill-spades/1.1.0 date=20230630	236272..237981	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN19353788	parasanguinis	tet(O)	99.79	1920/1920	100.0	1..1920	SAMN19353788.contig00014 len=61628 cov=46.9 corr=0 origname=NODE_14_length_61628_cov_46.893824_pilon sw=shovill-spades/1.1.0 date=20230630	30937..32856	Doxycycline, Tetracycline, Minocycline	M18896
SAMN41327468	parasanguinis	tetA(46)	94.84	1725/1725	100.0	1..1725	SAMN41327468.contig00009 len=63548 cov=23.7 corr=0 origname=NODE_9_length_63548_cov_23.692325_pilon sw=shovill-spades/1.1.0 date=20240724	54554..56278	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN41327468	parasanguinis	tetB(46)	92.15	1733/1737	99.65457685664938	1..1732	SAMN41327468.contig00009 len=63548 cov=23.7 corr=0 origname=NODE_9_length_63548_cov_23.692325_pilon sw=shovill-spades/1.1.0 date=20240724	52821..54552	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN41328995	parasanguinis	tetA(46)	95.36	1725/1725	100.0	1..1725	SAMN41328995.contig00007 len=93479 cov=40.6 corr=0 origname=NODE_7_length_93479_cov_40.570527_pilon sw=shovill-spades/1.1.0 date=20240720	23545..25269	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN41328995	parasanguinis	tetB(46)	92.64	1711/1737	98.38802533103052	1..1710	SAMN41328995.contig00007 len=93479 cov=40.6 corr=0 origname=NODE_7_length_93479_cov_40.570527_pilon sw=shovill-spades/1.1.0 date=20240720	21834..23543	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN41336162	parasanguinis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN41336162.contig00004 len=217333 cov=34.9 corr=0 origname=NODE_4_length_217333_cov_34.881545_pilon sw=shovill-spades/1.1.0 date=20240724	140848..142311	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN41336162	parasanguinis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN41336162.contig00004 len=217333 cov=34.9 corr=0 origname=NODE_4_length_217333_cov_34.881545_pilon sw=shovill-spades/1.1.0 date=20240724	139511..140728	Erythromycin, Azithromycin	U83667
SAMN41336162	parasanguinis	lsa(C)	94.46	1479/1479	100.0	1..1479	SAMN41336162.contig00007 len=94579 cov=37.0 corr=0 origname=NODE_7_length_94579_cov_36.973240_pilon sw=shovill-spades/1.1.0 date=20240724	68816..70294	Lincomycin, Clindamycin, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin	HM990671
SAMN41336162	parasanguinis	tetA(46)	94.49	1725/1725	100.0	1..1725	SAMN41336162.contig00001 len=379739 cov=39.0 corr=0 origname=NODE_1_length_379739_cov_38.955965_pilon sw=shovill-spades/1.1.0 date=20240724	317107..318831	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN41336162	parasanguinis	tetB(46)	92.69	1711/1737	98.38802533103052	1..1710	SAMN41336162.contig00001 len=379739 cov=39.0 corr=0 origname=NODE_1_length_379739_cov_38.955965_pilon sw=shovill-spades/1.1.0 date=20240724	318833..320542	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN41336162	parasanguinis	tet(M)	99.79	1920/1920	100.0	1..1920	SAMN41336162.contig00004 len=217333 cov=34.9 corr=0 origname=NODE_4_length_217333_cov_34.881545_pilon sw=shovill-spades/1.1.0 date=20240724	107376..109295	Doxycycline, Tetracycline, Minocycline	FR671418
SAMN41594588	parasanguinis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN41594588.contig00002 len=646844 cov=33.4 corr=0 origname=NODE_2_length_646844_cov_33.388448_pilon sw=shovill-spades/1.1.0 date=20240724	526392..527855	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN41594588	parasanguinis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN41594588.contig00002 len=646844 cov=33.4 corr=0 origname=NODE_2_length_646844_cov_33.388448_pilon sw=shovill-spades/1.1.0 date=20240724	525055..526272	Erythromycin, Azithromycin	U83667
SAMN41594588	parasanguinis	tetA(46)	93.91	1725/1725	100.0	1..1725	SAMN41594588.contig00001 len=778983 cov=36.7 corr=1 origname=NODE_1_length_778983_cov_36.712910_pilon sw=shovill-spades/1.1.0 date=20240724	443275..444999	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN41594588	parasanguinis	tetB(46)	92.58	1711/1737	98.38802533103052	1..1710	SAMN41594588.contig00001 len=778983 cov=36.7 corr=1 origname=NODE_1_length_778983_cov_36.712910_pilon sw=shovill-spades/1.1.0 date=20240724	445001..446710	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN41594588	parasanguinis	tet(M)	100.00	1920/1920	100.0	1..1920	SAMN41594588.contig00006 len=69264 cov=46.2 corr=0 origname=NODE_6_length_69264_cov_46.176637_pilon sw=shovill-spades/1.1.0 date=20240724	61158..63077	Doxycycline, Tetracycline, Minocycline	FR671418
SAMN41594589	parasanguinis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN41594589.contig00005 len=199831 cov=30.3 corr=0 origname=NODE_5_length_199831_cov_30.256820_pilon sw=shovill-spades/1.1.0 date=20240724	124265..125728	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN41594589	parasanguinis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN41594589.contig00005 len=199831 cov=30.3 corr=0 origname=NODE_5_length_199831_cov_30.256820_pilon sw=shovill-spades/1.1.0 date=20240724	122928..124145	Erythromycin, Azithromycin	U83667
SAMN41594589	parasanguinis	tetA(46)	93.91	1725/1725	100.0	1..1725	SAMN41594589.contig00002 len=350354 cov=30.7 corr=0 origname=NODE_2_length_350354_cov_30.738627_pilon sw=shovill-spades/1.1.0 date=20240724	14646..16370	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN41594589	parasanguinis	tetB(46)	92.58	1711/1737	98.38802533103052	1..1710	SAMN41594589.contig00002 len=350354 cov=30.7 corr=0 origname=NODE_2_length_350354_cov_30.738627_pilon sw=shovill-spades/1.1.0 date=20240724	16372..18081	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN41594589	parasanguinis	tet(M)	100.00	1920/1920	100.0	1..1920	SAMN41594589.contig00007 len=69769 cov=45.3 corr=0 origname=NODE_7_length_69769_cov_45.253783_pilon sw=shovill-spades/1.1.0 date=20240724	61158..63077	Doxycycline, Tetracycline, Minocycline	FR671418
SAMN41594590	parasanguinis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN41594590.contig00002 len=595983 cov=31.6 corr=0 origname=NODE_2_length_595983_cov_31.562584_pilon sw=shovill-spades/1.1.0 date=20240724	67260..68723	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN41594590	parasanguinis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN41594590.contig00002 len=595983 cov=31.6 corr=0 origname=NODE_2_length_595983_cov_31.562584_pilon sw=shovill-spades/1.1.0 date=20240724	68843..70060	Erythromycin, Azithromycin	U83667
SAMN41594590	parasanguinis	tetA(46)	93.91	1725/1725	100.0	1..1725	SAMN41594590.contig00001 len=778983 cov=35.3 corr=0 origname=NODE_1_length_778983_cov_35.252677_pilon sw=shovill-spades/1.1.0 date=20240724	443275..444999	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN41594590	parasanguinis	tetB(46)	92.58	1711/1737	98.38802533103052	1..1710	SAMN41594590.contig00001 len=778983 cov=35.3 corr=0 origname=NODE_1_length_778983_cov_35.252677_pilon sw=shovill-spades/1.1.0 date=20240724	445001..446710	Doxycycline, Tetracycline, Tigecycline	HQ652506
SAMN41594590	parasanguinis	tet(M)	100.00	1920/1920	100.0	1..1920	SAMN41594590.contig00005 len=69136 cov=49.0 corr=0 origname=NODE_5_length_69136_cov_49.040362_pilon sw=shovill-spades/1.1.0 date=20240724	6060..7979	Doxycycline, Tetracycline, Minocycline	FR671418
