Genome	Species	Resistance gene	Identity	Alignment Length/Gene Length	Coverage	Position in reference	Contig	Position in contig	Phenotype	Accession no.
SAMEA4930320	oralis	tet(M)	99.74	1920/1920	100.0	1..1920	SAMEA4930320.contig00001 len=1580550 cov=39.1 corr=0 origname=NODE_1_length_1580550_cov_39.074246_pilon sw=shovill-spades/1.1.0 date=20230705	618841..620760	Doxycycline, Tetracycline, Minocycline	FR671418
SAMEA5390807	oralis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA5390807.contig00001 len=781228 cov=34.8 corr=0 origname=NODE_1_length_781228_cov_34.799848_pilon sw=shovill-spades/1.1.0 date=20230705	339608..341071	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA5390807	oralis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA5390807.contig00001 len=781228 cov=34.8 corr=0 origname=NODE_1_length_781228_cov_34.799848_pilon sw=shovill-spades/1.1.0 date=20230705	341191..342408	Erythromycin, Azithromycin	U83667
SAMEA5390821	oralis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA5390821.contig00001 len=983104 cov=35.1 corr=0 origname=NODE_1_length_983104_cov_35.084893_pilon sw=shovill-spades/1.1.0 date=20230705	642034..643497	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA5390821	oralis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA5390821.contig00001 len=983104 cov=35.1 corr=0 origname=NODE_1_length_983104_cov_35.084893_pilon sw=shovill-spades/1.1.0 date=20230705	640697..641914	Erythromycin, Azithromycin	U83667
SAMEA5390844	oralis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA5390844.contig00001 len=1270006 cov=37.2 corr=0 origname=NODE_1_length_1270006_cov_37.176748_pilon sw=shovill-spades/1.1.0 date=20230704	945038..946501	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA5390844	oralis	mef(A)	99.92	1218/1218	100.0	1..1218	SAMEA5390844.contig00001 len=1270006 cov=37.2 corr=0 origname=NODE_1_length_1270006_cov_37.176748_pilon sw=shovill-spades/1.1.0 date=20230704	943701..944918	Erythromycin, Azithromycin	U83667
SAMEA5390873	oralis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA5390873.contig00001 len=1270217 cov=36.6 corr=0 origname=NODE_1_length_1270217_cov_36.623282_pilon sw=shovill-spades/1.1.0 date=20230705	323717..325180	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA5390873	oralis	mef(A)	99.92	1218/1218	100.0	1..1218	SAMEA5390873.contig00001 len=1270217 cov=36.6 corr=0 origname=NODE_1_length_1270217_cov_36.623282_pilon sw=shovill-spades/1.1.0 date=20230705	325300..326517	Erythromycin, Azithromycin	U83667
SAMEA6658224	oralis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMEA6658224.contig00001 len=1047322 cov=49.3 corr=0 origname=NODE_1_length_1047322_cov_49.256626_pilon sw=shovill-spades/1.1.0 date=20230706	577414..578877	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMEA6658224	oralis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMEA6658224.contig00001 len=1047322 cov=49.3 corr=0 origname=NODE_1_length_1047322_cov_49.256626_pilon sw=shovill-spades/1.1.0 date=20230706	578997..580214	Erythromycin, Azithromycin	U83667
SAMN02923991	oralis	blaTEM-181	100.00	519/861	60.278745644599304	343..861	SAMN02923991.contig00073 len=2753 cov=18.8 corr=0 origname=NODE_82_length_2753_cov_18.754281_pilon sw=shovill-spades/1.0.4 date=20190222	2235..2753	Unknown Beta-lactam	KM977568
SAMN02923991	oralis	blaTEM-162	100.00	519/861	60.278745644599304	343..861	SAMN02923991.contig00073 len=2753 cov=18.8 corr=0 origname=NODE_82_length_2753_cov_18.754281_pilon sw=shovill-spades/1.0.4 date=20190222	2235..2753	Unknown Beta-lactam	EF468463
SAMN02923991	oralis	blaTEM-157	100.00	519/861	60.278745644599304	343..861	SAMN02923991.contig00073 len=2753 cov=18.8 corr=0 origname=NODE_82_length_2753_cov_18.754281_pilon sw=shovill-spades/1.0.4 date=20190222	2235..2753	Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin	DQ909059
SAMN02923991	oralis	blaTEM-116	100.0	519/861	60.278745644599304	343..861	SAMN02923991.contig00073 len=2753 cov=18.8 corr=0 origname=NODE_82_length_2753_cov_18.754281_pilon sw=shovill-spades/1.0.4 date=20190222	2235..2753	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin	AY425988
SAMN02923991	oralis	blaTEM-116	100.0	409/861	47.50290360046458	1..409	SAMN02923991.contig00073 len=2753 cov=18.8 corr=0 origname=NODE_82_length_2753_cov_18.754281_pilon sw=shovill-spades/1.0.4 date=20190222	1..409	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin	AY425988
SAMN02923992	oralis	blaTEM-116	100.00	861/861	100.0	1..861	SAMN02923992.contig00047 len=2753 cov=39.8 corr=0 origname=NODE_55_length_2753_cov_39.824646_pilon sw=shovill-spades/1.0.4 date=20190221	1131..1991	Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin	AY425988
SAMN03197399	oralis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN03197399.contig00001 len=947074 cov=10.3 corr=0 origname=NODE_1_length_947074_cov_10.308267_pilon sw=shovill-spades/1.0.4 date=20190226	665649..667112	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN03197399	oralis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN03197399.contig00001 len=947074 cov=10.3 corr=0 origname=NODE_1_length_947074_cov_10.308267_pilon sw=shovill-spades/1.0.4 date=20190226	667232..668449	Erythromycin, Azithromycin	U83667
SAMN03197399	oralis	erm(B)	100.00	738/738	100.0	1..738	SAMN03197399.contig00002 len=419510 cov=11.6 corr=0 origname=NODE_2_length_419510_cov_11.644168_pilon sw=shovill-spades/1.0.4 date=20190226	310947..311684	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	X72021
SAMN03197399	oralis	tet(M)	99.95	1920/1920	100.0	1..1920	SAMN03197399.contig00002 len=419510 cov=11.6 corr=0 origname=NODE_2_length_419510_cov_11.644168_pilon sw=shovill-spades/1.0.4 date=20190226	299110..301029	Doxycycline, Tetracycline, Minocycline	JN846696
SAMN03197467	oralis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN03197467.contig00001 len=802547 cov=8.5 corr=0 origname=NODE_1_length_802547_cov_8.463097_pilon sw=shovill-spades/1.0.4 date=20190226	488102..489565	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN03197467	oralis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN03197467.contig00001 len=802547 cov=8.5 corr=0 origname=NODE_1_length_802547_cov_8.463097_pilon sw=shovill-spades/1.0.4 date=20190226	486765..487982	Erythromycin, Azithromycin	U83667
SAMN04480466	oralis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN04480466.contig00001 len=750236 cov=29.5 corr=0 origname=NODE_1_length_750236_cov_29.499561_pilon sw=shovill-spades/1.0.4 date=20190104	444074..445537	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN04480466	oralis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN04480466.contig00001 len=750236 cov=29.5 corr=0 origname=NODE_1_length_750236_cov_29.499561_pilon sw=shovill-spades/1.0.4 date=20190104	442737..443954	Erythromycin, Azithromycin	U83667
SAMN08348294	oralis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN08348294.contig00001 len=1346404 cov=30.5 corr=0 origname=NODE_1_length_1346404_cov_30.475808_pilon sw=shovill-spades/1.0.4 date=20190315	942561..944024	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN08348294	oralis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN08348294.contig00001 len=1346404 cov=30.5 corr=0 origname=NODE_1_length_1346404_cov_30.475808_pilon sw=shovill-spades/1.0.4 date=20190315	941224..942441	Erythromycin, Azithromycin	U83667
SAMN08348305	oralis	erm(B)	100.00	738/738	100.0	1..738	SAMN08348305.contig00003 len=153422 cov=38.7 corr=0 origname=NODE_3_length_153422_cov_38.743097_pilon sw=shovill-spades/1.0.4 date=20190313	133141..133878	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	U86375
SAMN08348305	oralis	tet(M)	99.64	1920/1920	100.0	1..1920	SAMN08348305.contig00003 len=153422 cov=38.7 corr=0 origname=NODE_3_length_153422_cov_38.743097_pilon sw=shovill-spades/1.0.4 date=20190313	130115..132034	Doxycycline, Tetracycline, Minocycline	X92947
SAMN08348319	oralis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN08348319.contig00001 len=1397737 cov=26.1 corr=0 origname=NODE_1_length_1397737_cov_26.118786_pilon sw=shovill-spades/1.0.4 date=20190315	402041..403504	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN08348319	oralis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN08348319.contig00001 len=1397737 cov=26.1 corr=0 origname=NODE_1_length_1397737_cov_26.118786_pilon sw=shovill-spades/1.0.4 date=20190315	403624..404841	Erythromycin, Azithromycin	U83667
SAMN08348324	oralis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN08348324.contig00001 len=1397837 cov=39.7 corr=0 origname=NODE_1_length_1397837_cov_39.724392_pilon sw=shovill-spades/1.0.4 date=20190313	402041..403504	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN08348324	oralis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN08348324.contig00001 len=1397837 cov=39.7 corr=0 origname=NODE_1_length_1397837_cov_39.724392_pilon sw=shovill-spades/1.0.4 date=20190313	403624..404841	Erythromycin, Azithromycin	U83667
SAMN08348327	oralis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN08348327.contig00001 len=626494 cov=35.6 corr=0 origname=NODE_1_length_626494_cov_35.620660_pilon sw=shovill-spades/1.0.4 date=20190314	59805..61268	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN08348327	oralis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN08348327.contig00001 len=626494 cov=35.6 corr=0 origname=NODE_1_length_626494_cov_35.620660_pilon sw=shovill-spades/1.0.4 date=20190314	58468..59685	Erythromycin, Azithromycin	U83667
SAMN09466950	oralis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN09466950.contig00001 len=607728 cov=102.3 corr=0 origname=NODE_1_length_607728_cov_102.326748_pilon sw=shovill-spades/1.0.4 date=20190315	326342..327805	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN09466950	oralis	mef(A)	99.92	1218/1218	100.0	1..1218	SAMN09466950.contig00001 len=607728 cov=102.3 corr=0 origname=NODE_1_length_607728_cov_102.326748_pilon sw=shovill-spades/1.0.4 date=20190315	327925..329142	Erythromycin, Azithromycin	U83667
SAMN09466950	oralis	tet(M)	99.79	1920/1920	100.0	1..1920	SAMN09466950.contig00004 len=194033 cov=112.1 corr=0 origname=NODE_4_length_194033_cov_112.074343_pilon sw=shovill-spades/1.0.4 date=20190315	143769..145688	Doxycycline, Tetracycline, Minocycline	FR671418
SAMN09631750	oralis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN09631750.contig00001 len=368975 cov=37.4 corr=0 origname=NODE_1_length_368975_cov_37.358522_pilon sw=shovill-spades/1.1.0 date=20230707	337818..339281	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN09631750	oralis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN09631750.contig00001 len=368975 cov=37.4 corr=0 origname=NODE_1_length_368975_cov_37.358522_pilon sw=shovill-spades/1.1.0 date=20230707	336580..337797	Erythromycin, Azithromycin	U83667
SAMN09631760	oralis	tet(M)	99.90	1920/1920	100.0	1..1920	SAMN09631760.contig00001 len=340238 cov=26.5 corr=0 origname=NODE_1_length_340238_cov_26.534931_pilon sw=shovill-spades/1.1.0 date=20230707	250099..252018	Doxycycline, Tetracycline, Minocycline	X75073
SAMN19572113	oralis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN19572113.contig00017 len=35846 cov=44.1 corr=0 origname=NODE_17_length_35846_cov_44.063047_pilon sw=shovill-spades/1.1.0 date=20230702	8707..10170	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN19572113	oralis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN19572113.contig00017 len=35846 cov=44.1 corr=0 origname=NODE_17_length_35846_cov_44.063047_pilon sw=shovill-spades/1.1.0 date=20230702	10290..11507	Erythromycin, Azithromycin	U83667
SAMN19573350	oralis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN19573350.contig00006 len=139124 cov=42.2 corr=0 origname=NODE_6_length_139124_cov_42.159274_pilon sw=shovill-spades/1.1.0 date=20230628	23648..25111	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN19573350	oralis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN19573350.contig00006 len=139124 cov=42.2 corr=0 origname=NODE_6_length_139124_cov_42.159274_pilon sw=shovill-spades/1.1.0 date=20230628	25231..26448	Erythromycin, Azithromycin	U83667
SAMN26876558	oralis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN26876558.contig00001 len=1276208 cov=41.8 corr=0 origname=NODE_1_length_1276208_cov_41.819152_pilon sw=shovill-spades/1.1.0 date=20230701	949222..950685	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN26876558	oralis	mef(A)	99.92	1218/1218	100.0	1..1218	SAMN26876558.contig00001 len=1276208 cov=41.8 corr=0 origname=NODE_1_length_1276208_cov_41.819152_pilon sw=shovill-spades/1.1.0 date=20230701	947885..949102	Erythromycin, Azithromycin	U83667
SAMN26876594	oralis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN26876594.contig00001 len=767145 cov=35.3 corr=0 origname=NODE_1_length_767145_cov_35.322546_pilon sw=shovill-spades/1.1.0 date=20230628	742119..743582	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN26876594	oralis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN26876594.contig00001 len=767145 cov=35.3 corr=0 origname=NODE_1_length_767145_cov_35.322546_pilon sw=shovill-spades/1.1.0 date=20230628	740782..741999	Erythromycin, Azithromycin	U83667
SAMN26876599	oralis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN26876599.contig00001 len=1040516 cov=38.2 corr=0 origname=NODE_1_length_1040516_cov_38.235270_pilon sw=shovill-spades/1.1.0 date=20230628	448111..449574	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN26876599	oralis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN26876599.contig00001 len=1040516 cov=38.2 corr=0 origname=NODE_1_length_1040516_cov_38.235270_pilon sw=shovill-spades/1.1.0 date=20230628	446774..447991	Erythromycin, Azithromycin	U83667
SAMN27922023	oralis	tet(M)	99.79	1920/1920	100.0	1..1920	SAMN27922023.contig00007 len=179623 cov=54.7 corr=0 origname=NODE_7_length_179623_cov_54.655424_pilon sw=shovill-spades/1.1.0 date=20230627	124978..126897	Doxycycline, Tetracycline, Minocycline	FR671418
SAMN30469940	oralis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN30469940.contig00001 len=805133 cov=36.4 corr=0 origname=NODE_1_length_805133_cov_36.373964_pilon sw=shovill-spades/1.1.0 date=20240708	473324..474787	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN30469940	oralis	mef(A)	99.92	1218/1218	100.0	1..1218	SAMN30469940.contig00001 len=805133 cov=36.4 corr=0 origname=NODE_1_length_805133_cov_36.373964_pilon sw=shovill-spades/1.1.0 date=20240708	471987..473204	Erythromycin, Azithromycin	U83667
SAMN30469940	oralis	tet(M)	99.79	1920/1920	100.0	1..1920	SAMN30469940.contig00001 len=805133 cov=36.4 corr=0 origname=NODE_1_length_805133_cov_36.373964_pilon sw=shovill-spades/1.1.0 date=20240708	48582..50501	Doxycycline, Tetracycline, Minocycline	FR671418
SAMN36496261	oralis	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN36496261.contig00001 len=468428 cov=47.6 corr=0 origname=NODE_1_length_468428_cov_47.575421_pilon sw=shovill-spades/1.1.0 date=20240714	77427..78890	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN36496261	oralis	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN36496261.contig00001 len=468428 cov=47.6 corr=0 origname=NODE_1_length_468428_cov_47.575421_pilon sw=shovill-spades/1.1.0 date=20240714	76090..77307	Erythromycin, Azithromycin	U83667
