Genome	Species	Resistance gene	Identity	Alignment Length/Gene Length	Coverage	Position in reference	Contig	Position in contig	Phenotype	Accession no.
SAMN12797039	anginosus	mef(A)	99.75	1218/1218	100.0	1..1218	SAMN12797039.contig00002 len=348067 cov=49.0 corr=0 origname=NODE_2_length_348067_cov_48.995801_pilon sw=shovill-spades/1.1.0 date=20230719	8143..9360	Erythromycin, Azithromycin	U83667
SAMN12797039	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN12797039.contig00002 len=348067 cov=49.0 corr=0 origname=NODE_2_length_348067_cov_48.995801_pilon sw=shovill-spades/1.1.0 date=20230719	97622..99541	Doxycycline, Tetracycline, Minocycline	M20925
SAMN12797042	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN12797042.contig00008 len=92890 cov=15.3 corr=0 origname=NODE_8_length_92890_cov_15.331856_pilon sw=shovill-spades/1.1.0 date=20230701	14970..16889	Doxycycline, Tetracycline, Minocycline	M20925
SAMN14086703	anginosus	tet(M)	99.95	1920/1920	100.0	1..1920	SAMN14086703.contig00008 len=95706 cov=34.5 corr=0 origname=NODE_8_length_95706_cov_34.522391_pilon sw=shovill-spades/1.1.0 date=20230629	89558..91477	Doxycycline, Tetracycline, Minocycline	FR671418
SAMN14086703	anginosus	tet(L)	99.93	1343/1377	97.53086419753086	35..1377	SAMN14086703.contig00008 len=95706 cov=34.5 corr=0 origname=NODE_8_length_95706_cov_34.522391_pilon sw=shovill-spades/1.1.0 date=20230629	91606..92948	Doxycycline, Tetracycline, Minocycline, Tigecycline, Doxycycline, Tetracycline	M29725
SAMN14086908	anginosus	tet(M)	99.95	1920/1920	100.0	1..1920	SAMN14086908.contig00007 len=95706 cov=37.0 corr=0 origname=NODE_7_length_95706_cov_36.983378_pilon sw=shovill-spades/1.1.0 date=20230627	4230..6149	Doxycycline, Tetracycline, Minocycline	FR671418
SAMN14086908	anginosus	tet(L)	99.93	1343/1377	97.53086419753086	35..1377	SAMN14086908.contig00007 len=95706 cov=37.0 corr=0 origname=NODE_7_length_95706_cov_36.983378_pilon sw=shovill-spades/1.1.0 date=20230627	2759..4101	Doxycycline, Tetracycline, Doxycycline, Tetracycline, Minocycline, Tigecycline	M29725
SAMN14478484	anginosus	lsa(C)	92.16	1479/1479	100.0	1..1479	SAMN14478484.contig00008 len=107862 cov=37.6 corr=0 origname=NODE_8_length_107862_cov_37.645504_pilon sw=shovill-spades/1.1.0 date=20230628	25793..27271	Lincomycin, Clindamycin, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin	HM990671
SAMN14478484	anginosus	tet(M)	99.90	1920/1920	100.0	1..1920	SAMN14478484.contig00005 len=123795 cov=30.4 corr=0 origname=NODE_5_length_123795_cov_30.357656_pilon sw=shovill-spades/1.1.0 date=20230628	25732..27651	Doxycycline, Tetracycline, Minocycline	X75073
SAMN14478490	anginosus	msr(D)	99.73	1464/1464	100.0	1..1464	SAMN14478490.contig00008 len=107012 cov=46.4 corr=0 origname=NODE_8_length_107012_cov_46.447412_pilon sw=shovill-spades/1.1.0 date=20230628	8973..10436	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN14478490	anginosus	mef(A)	99.75	1218/1218	100.0	1..1218	SAMN14478490.contig00008 len=107012 cov=46.4 corr=0 origname=NODE_8_length_107012_cov_46.447412_pilon sw=shovill-spades/1.1.0 date=20230628	7636..8853	Erythromycin, Azithromycin	U83667
SAMN14478490	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN14478490.contig00008 len=107012 cov=46.4 corr=0 origname=NODE_8_length_107012_cov_46.447412_pilon sw=shovill-spades/1.1.0 date=20230628	81348..83267	Doxycycline, Tetracycline, Minocycline	M20925
SAMN26876553	anginosus	tet(M)	99.84	1920/1920	100.0	1..1920	SAMN26876553.contig00002 len=373622 cov=45.5 corr=0 origname=NODE_2_length_373622_cov_45.496543_pilon sw=shovill-spades/1.1.0 date=20230701	348526..350445	Doxycycline, Tetracycline, Minocycline	X92947
SAMN26876560	anginosus	tet(M)	99.84	1920/1920	100.0	1..1920	SAMN26876560.contig00002 len=373622 cov=45.0 corr=0 origname=NODE_2_length_373622_cov_44.971344_pilon sw=shovill-spades/1.1.0 date=20230628	348526..350445	Doxycycline, Tetracycline, Minocycline	X92947
SAMN26876604	anginosus	tet(M)	99.79	1920/1920	100.0	1..1920	SAMN26876604.contig00020 len=46063 cov=50.1 corr=0 origname=NODE_20_length_46063_cov_50.111529_pilon sw=shovill-spades/1.1.0 date=20230630	27488..29407	Doxycycline, Tetracycline, Minocycline	X04388
SAMN31407740	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN31407740.contig00004 len=195436 cov=29.7 corr=0 origname=NODE_4_length_195436_cov_29.682539_pilon sw=shovill-spades/1.1.0 date=20241108	45821..47740	Doxycycline, Tetracycline, Minocycline	M20925
SAMN31407742	anginosus	erm(A)	100.00	732/732	100.0	1..732	SAMN31407742.contig00004 len=185907 cov=24.0 corr=0 origname=NODE_4_length_185907_cov_23.969289_pilon sw=shovill-spades/1.1.0 date=20241108	11185..11916	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF002716
SAMN31407742	anginosus	tet(O)	99.95	1920/1920	100.0	1..1920	SAMN31407742.contig00004 len=185907 cov=24.0 corr=0 origname=NODE_4_length_185907_cov_23.969289_pilon sw=shovill-spades/1.1.0 date=20241108	43518..45437	Doxycycline, Tetracycline, Minocycline	Y07780
SAMN31407746	anginosus	msr(D)	95.08	1464/1464	100.0	1..1464	SAMN31407746.contig00002 len=168018 cov=33.9 corr=0 origname=NODE_2_length_168018_cov_33.936411_pilon sw=shovill-spades/1.1.0 date=20241108	8990..10453	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN31407746	anginosus	mef(A)	99.67	1218/1218	100.0	1..1218	SAMN31407746.contig00002 len=168018 cov=33.9 corr=0 origname=NODE_2_length_168018_cov_33.936411_pilon sw=shovill-spades/1.1.0 date=20241108	7653..8870	Erythromycin, Azithromycin	U83667
SAMN31407746	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN31407746.contig00002 len=168018 cov=33.9 corr=0 origname=NODE_2_length_168018_cov_33.936411_pilon sw=shovill-spades/1.1.0 date=20241108	124808..126727	Doxycycline, Tetracycline, Minocycline	M20925
SAMN34495011	anginosus	msr(D)	99.18	1464/1464	100.0	1..1464	SAMN34495011.contig00011 len=68701 cov=42.8 corr=0 origname=NODE_11_length_68701_cov_42.793964_pilon sw=shovill-spades/1.1.0 date=20230701	58394..59857	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN34495011	anginosus	mef(A)	99.18	1218/1218	100.0	1..1218	SAMN34495011.contig00011 len=68701 cov=42.8 corr=0 origname=NODE_11_length_68701_cov_42.793964_pilon sw=shovill-spades/1.1.0 date=20230701	59977..61194	Erythromycin, Azithromycin	AF227520
SAMN34495011	anginosus	tet(M)	99.01	1920/1920	100.0	1..1920	SAMN34495011.contig00008 len=85413 cov=40.3 corr=0 origname=NODE_8_length_85413_cov_40.279454_pilon sw=shovill-spades/1.1.0 date=20230701	22458..24377	Doxycycline, Tetracycline, Minocycline	AM990992
SAMN34495011	anginosus	tet(M)	99.01	1920/1920	100.0	1..1920	SAMN34495011.contig00008 len=85413 cov=40.3 corr=0 origname=NODE_8_length_85413_cov_40.279454_pilon sw=shovill-spades/1.1.0 date=20230701	22458..24377	Doxycycline, Tetracycline, Minocycline	X75073
SAMN34495011	anginosus	tet(L)	100.00	1343/1377	97.53086419753086	35..1377	SAMN34495011.contig00008 len=85413 cov=40.3 corr=0 origname=NODE_8_length_85413_cov_40.279454_pilon sw=shovill-spades/1.1.0 date=20230701	24857..26199	Doxycycline, Tetracycline, Minocycline, Tigecycline, Doxycycline, Tetracycline	M29725
SAMN38159170	anginosus	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN38159170.contig00002 len=365422 cov=36.4 corr=0 origname=NODE_2_length_365422_cov_36.386334_pilon sw=shovill-spades/1.1.0 date=20240716	290369..291832	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN38159170	anginosus	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN38159170.contig00002 len=365422 cov=36.4 corr=0 origname=NODE_2_length_365422_cov_36.386334_pilon sw=shovill-spades/1.1.0 date=20240716	291952..293169	Erythromycin, Azithromycin	U83667
SAMN39507645	anginosus	erm(A)	100.00	732/732	100.0	1..732	SAMN39507645.contig00004 len=133895 cov=42.3 corr=0 origname=NODE_4_length_133895_cov_42.293600_pilon sw=shovill-spades/1.1.0 date=20240722	92402..93133	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF002716
SAMN39507645	anginosus	tet(M)	99.84	1920/1920	99.94791666666667	1..1920	SAMN39507645.contig00002 len=246244 cov=41.2 corr=0 origname=NODE_2_length_246244_cov_41.243454_pilon sw=shovill-spades/1.1.0 date=20240722	139766..141684	Doxycycline, Tetracycline, Minocycline	X75073
SAMN39507646	anginosus	msr(D)	99.18	1464/1464	100.0	1..1464	SAMN39507646.contig00004 len=129437 cov=77.6 corr=0 origname=NODE_4_length_129437_cov_77.595210_pilon sw=shovill-spades/1.1.0 date=20240722	119005..120468	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN39507646	anginosus	mef(A)	99.34	1218/1218	100.0	1..1218	SAMN39507646.contig00004 len=129437 cov=77.6 corr=0 origname=NODE_4_length_129437_cov_77.595210_pilon sw=shovill-spades/1.1.0 date=20240722	120588..121805	Erythromycin, Azithromycin	AF227520
SAMN39507646	anginosus	tet(O)	99.53	1920/1920	100.0	1..1920	SAMN39507646.contig00004 len=129437 cov=77.6 corr=0 origname=NODE_4_length_129437_cov_77.595210_pilon sw=shovill-spades/1.1.0 date=20240722	45549..47468	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507648	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507648.contig00013 len=49019 cov=37.0 corr=0 origname=NODE_13_length_49019_cov_36.955427_pilon sw=shovill-spades/1.1.0 date=20240722	16081..18000	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507649	anginosus	erm(A)	100.00	732/732	100.0	1..732	SAMN39507649.contig00004 len=133895 cov=39.2 corr=0 origname=NODE_4_length_133895_cov_39.232920_pilon sw=shovill-spades/1.1.0 date=20240722	92402..93133	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF002716
SAMN39507649	anginosus	tet(M)	99.84	1920/1920	99.94791666666667	1..1920	SAMN39507649.contig00002 len=246266 cov=39.9 corr=0 origname=NODE_2_length_246266_cov_39.860474_pilon sw=shovill-spades/1.1.0 date=20240722	104583..106501	Doxycycline, Tetracycline, Minocycline	X75073
SAMN39507650	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507650.contig00011 len=61023 cov=38.7 corr=0 origname=NODE_11_length_61023_cov_38.728461_pilon sw=shovill-spades/1.1.0 date=20240722	16108..18027	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507651	anginosus	erm(A)	100.00	732/732	100.0	1..732	SAMN39507651.contig00007 len=99457 cov=37.8 corr=0 origname=NODE_7_length_99457_cov_37.784541_pilon sw=shovill-spades/1.1.0 date=20240722	88008..88739	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF002716
SAMN39507651	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507651.contig00007 len=99457 cov=37.8 corr=0 origname=NODE_7_length_99457_cov_37.784541_pilon sw=shovill-spades/1.1.0 date=20240722	45890..47809	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507652	anginosus	erm(A)	100.00	732/732	100.0	1..732	SAMN39507652.contig00007 len=99417 cov=47.6 corr=0 origname=NODE_7_length_99417_cov_47.646014_pilon sw=shovill-spades/1.1.0 date=20240722	87988..88719	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF002716
SAMN39507652	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507652.contig00007 len=99417 cov=47.6 corr=0 origname=NODE_7_length_99417_cov_47.646014_pilon sw=shovill-spades/1.1.0 date=20240722	45870..47789	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507653	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507653.contig00009 len=60996 cov=35.6 corr=0 origname=NODE_9_length_60996_cov_35.559695_pilon sw=shovill-spades/1.1.0 date=20240722	42997..44916	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507654	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507654.contig00013 len=49019 cov=36.3 corr=0 origname=NODE_13_length_49019_cov_36.332338_pilon sw=shovill-spades/1.1.0 date=20240722	16081..18000	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507655	anginosus	msr(D)	99.73	1464/1464	100.0	1..1464	SAMN39507655.contig00001 len=135347 cov=42.4 corr=0 origname=NODE_1_length_135347_cov_42.430263_pilon sw=shovill-spades/1.1.0 date=20240722	124896..126359	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN39507655	anginosus	mef(A)	99.75	1218/1218	100.0	1..1218	SAMN39507655.contig00001 len=135347 cov=42.4 corr=0 origname=NODE_1_length_135347_cov_42.430263_pilon sw=shovill-spades/1.1.0 date=20240722	126479..127696	Erythromycin, Azithromycin	U83667
SAMN39507655	anginosus	erm(B)	99.86	738/738	100.0	1..738	SAMN39507655.contig00015 len=65509 cov=47.8 corr=0 origname=NODE_15_length_65509_cov_47.771369_pilon sw=shovill-spades/1.1.0 date=20240722	40388..41125	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	X72021
SAMN39507655	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507655.contig00001 len=135347 cov=42.4 corr=0 origname=NODE_1_length_135347_cov_42.430263_pilon sw=shovill-spades/1.1.0 date=20240722	45541..47460	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507656	anginosus	msr(D)	99.73	1464/1464	100.0	1..1464	SAMN39507656.contig00004 len=196104 cov=56.6 corr=0 origname=NODE_4_length_196104_cov_56.606628_pilon sw=shovill-spades/1.1.0 date=20240722	176082..177545	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN39507656	anginosus	mef(A)	99.75	1218/1218	100.0	1..1218	SAMN39507656.contig00004 len=196104 cov=56.6 corr=0 origname=NODE_4_length_196104_cov_56.606628_pilon sw=shovill-spades/1.1.0 date=20240722	177665..178882	Erythromycin, Azithromycin	U83667
SAMN39507656	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507656.contig00004 len=196104 cov=56.6 corr=0 origname=NODE_4_length_196104_cov_56.606628_pilon sw=shovill-spades/1.1.0 date=20240722	46288..48207	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507657	anginosus	msr(D)	99.73	1464/1464	100.0	1..1464	SAMN39507657.contig00006 len=119832 cov=35.6 corr=0 origname=NODE_6_length_119832_cov_35.605148_pilon sw=shovill-spades/1.1.0 date=20240722	8969..10432	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN39507657	anginosus	mef(A)	99.75	1218/1218	100.0	1..1218	SAMN39507657.contig00006 len=119832 cov=35.6 corr=0 origname=NODE_6_length_119832_cov_35.605148_pilon sw=shovill-spades/1.1.0 date=20240722	7632..8849	Erythromycin, Azithromycin	U83667
SAMN39507657	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507657.contig00006 len=119832 cov=35.6 corr=0 origname=NODE_6_length_119832_cov_35.605148_pilon sw=shovill-spades/1.1.0 date=20240722	67732..69651	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507658	anginosus	lsa(C)	91.96	1480/1479	99.93238674780257	1..1479	SAMN39507658.contig00006 len=131394 cov=35.9 corr=0 origname=NODE_6_length_131394_cov_35.910750_pilon sw=shovill-spades/1.1.0 date=20240722	11525..13003	Lincomycin, Clindamycin, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin	HM990671
SAMN39507658	anginosus	erm(A)	100.00	732/732	100.0	1..732	SAMN39507658.contig00006 len=131394 cov=35.9 corr=0 origname=NODE_6_length_131394_cov_35.910750_pilon sw=shovill-spades/1.1.0 date=20240722	40123..40854	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF002716
SAMN39507658	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507658.contig00006 len=131394 cov=35.9 corr=0 origname=NODE_6_length_131394_cov_35.910750_pilon sw=shovill-spades/1.1.0 date=20240722	114522..116441	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507659	anginosus	msr(D)	99.93	1464/1464	100.0	1..1464	SAMN39507659.contig00005 len=129784 cov=43.1 corr=0 origname=NODE_5_length_129784_cov_43.119740_pilon sw=shovill-spades/1.1.0 date=20240723	122063..123526	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN39507659	anginosus	mef(A)	99.75	1218/1218	100.0	1..1218	SAMN39507659.contig00005 len=129784 cov=43.1 corr=0 origname=NODE_5_length_129784_cov_43.119740_pilon sw=shovill-spades/1.1.0 date=20240723	123646..124863	Erythromycin, Azithromycin	U83667
SAMN39507659	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507659.contig00005 len=129784 cov=43.1 corr=0 origname=NODE_5_length_129784_cov_43.119740_pilon sw=shovill-spades/1.1.0 date=20240723	45891..47810	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507660	anginosus	tet(M)	99.90	1920/1920	100.0	1..1920	SAMN39507660.contig00001 len=703310 cov=38.0 corr=0 origname=NODE_1_length_703310_cov_38.046092_pilon sw=shovill-spades/1.1.0 date=20240723	164509..166428	Doxycycline, Tetracycline, Minocycline	X75073
SAMN39507660	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507660.contig00006 len=78415 cov=40.5 corr=0 origname=NODE_6_length_78415_cov_40.481482_pilon sw=shovill-spades/1.1.0 date=20240723	27144..29063	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507661	anginosus	msr(D)	99.73	1464/1464	100.0	1..1464	SAMN39507661.contig00009 len=83837 cov=52.6 corr=0 origname=NODE_9_length_83837_cov_52.560961_pilon sw=shovill-spades/1.1.0 date=20240723	73531..74994	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN39507661	anginosus	mef(A)	99.75	1218/1218	100.0	1..1218	SAMN39507661.contig00009 len=83837 cov=52.6 corr=0 origname=NODE_9_length_83837_cov_52.560961_pilon sw=shovill-spades/1.1.0 date=20240723	75114..76331	Erythromycin, Azithromycin	U83667
SAMN39507661	anginosus	tet(M)	99.01	1920/1920	100.0	1..1920	SAMN39507661.contig00008 len=85504 cov=36.4 corr=0 origname=NODE_8_length_85504_cov_36.441043_pilon sw=shovill-spades/1.1.0 date=20240723	22459..24378	Doxycycline, Tetracycline, Minocycline	AM990992
SAMN39507661	anginosus	tet(M)	99.01	1920/1920	100.0	1..1920	SAMN39507661.contig00008 len=85504 cov=36.4 corr=0 origname=NODE_8_length_85504_cov_36.441043_pilon sw=shovill-spades/1.1.0 date=20240723	22459..24378	Doxycycline, Tetracycline, Minocycline	X75073
SAMN39507661	anginosus	tet(L)	100.00	1343/1377	97.53086419753086	35..1377	SAMN39507661.contig00008 len=85504 cov=36.4 corr=0 origname=NODE_8_length_85504_cov_36.441043_pilon sw=shovill-spades/1.1.0 date=20240723	24858..26200	Doxycycline, Tetracycline, Minocycline, Tigecycline, Doxycycline, Tetracycline	M29725
SAMN39507662	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507662.contig00008 len=92856 cov=35.5 corr=0 origname=NODE_8_length_92856_cov_35.464726_pilon sw=shovill-spades/1.1.0 date=20240723	75984..77903	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507663	anginosus	msr(D)	99.18	1464/1464	100.0	1..1464	SAMN39507663.contig00004 len=129681 cov=49.8 corr=0 origname=NODE_4_length_129681_cov_49.793756_pilon sw=shovill-spades/1.1.0 date=20240723	8990..10453	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN39507663	anginosus	mef(A)	99.34	1218/1218	100.0	1..1218	SAMN39507663.contig00004 len=129681 cov=49.8 corr=0 origname=NODE_4_length_129681_cov_49.793756_pilon sw=shovill-spades/1.1.0 date=20240723	7653..8870	Erythromycin, Azithromycin	AF227520
SAMN39507663	anginosus	tet(O)	99.53	1920/1920	100.0	1..1920	SAMN39507663.contig00004 len=129681 cov=49.8 corr=0 origname=NODE_4_length_129681_cov_49.793756_pilon sw=shovill-spades/1.1.0 date=20240723	81990..83909	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507664	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507664.contig00011 len=77938 cov=44.3 corr=0 origname=NODE_11_length_77938_cov_44.266694_pilon sw=shovill-spades/1.1.0 date=20240723	30130..32049	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507665	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507665.contig00011 len=77392 cov=42.0 corr=0 origname=NODE_11_length_77392_cov_42.030745_pilon sw=shovill-spades/1.1.0 date=20240723	29836..31755	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507666	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507666.contig00013 len=49046 cov=38.8 corr=0 origname=NODE_13_length_49046_cov_38.776561_pilon sw=shovill-spades/1.1.0 date=20240723	31020..32939	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507667	anginosus	erm(A)	100.00	732/732	100.0	1..732	SAMN39507667.contig00004 len=133895 cov=39.0 corr=0 origname=NODE_4_length_133895_cov_39.012012_pilon sw=shovill-spades/1.1.0 date=20240723	92402..93133	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF002716
SAMN39507667	anginosus	tet(M)	99.84	1920/1920	99.94791666666667	1..1920	SAMN39507667.contig00002 len=246266 cov=39.0 corr=0 origname=NODE_2_length_246266_cov_39.048291_pilon sw=shovill-spades/1.1.0 date=20240723	139766..141684	Doxycycline, Tetracycline, Minocycline	X75073
SAMN39507668	anginosus	erm(A)	100.00	732/732	100.0	1..732	SAMN39507668.contig00005 len=133895 cov=37.6 corr=0 origname=NODE_5_length_133895_cov_37.583530_pilon sw=shovill-spades/1.1.0 date=20240723	40763..41494	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF002716
SAMN39507668	anginosus	tet(M)	99.84	1920/1920	99.94791666666667	1..1920	SAMN39507668.contig00002 len=246266 cov=38.4 corr=0 origname=NODE_2_length_246266_cov_38.377916_pilon sw=shovill-spades/1.1.0 date=20240723	104583..106501	Doxycycline, Tetracycline, Minocycline	X75073
SAMN39507669	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507669.contig00006 len=134157 cov=35.3 corr=0 origname=NODE_6_length_134157_cov_35.321114_pilon sw=shovill-spades/1.1.0 date=20240723	45891..47810	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507670	anginosus	msr(D)	99.93	1464/1464	100.0	1..1464	SAMN39507670.contig00003 len=177135 cov=35.8 corr=0 origname=NODE_3_length_177135_cov_35.804015_pilon sw=shovill-spades/1.1.0 date=20240723	166683..168146	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN39507670	anginosus	mef(A)	99.59	1218/1218	100.0	1..1218	SAMN39507670.contig00003 len=177135 cov=35.8 corr=0 origname=NODE_3_length_177135_cov_35.804015_pilon sw=shovill-spades/1.1.0 date=20240723	168266..169483	Erythromycin, Azithromycin	U83667
SAMN39507670	anginosus	tet(O)	99.53	1920/1920	100.0	1..1920	SAMN39507670.contig00003 len=177135 cov=35.8 corr=0 origname=NODE_3_length_177135_cov_35.804015_pilon sw=shovill-spades/1.1.0 date=20240723	46413..48332	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507671	anginosus	msr(D)	99.73	1464/1464	100.0	1..1464	SAMN39507671.contig00003 len=135347 cov=39.8 corr=0 origname=NODE_3_length_135347_cov_39.786536_pilon sw=shovill-spades/1.1.0 date=20240723	8989..10452	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN39507671	anginosus	mef(A)	99.75	1218/1218	100.0	1..1218	SAMN39507671.contig00003 len=135347 cov=39.8 corr=0 origname=NODE_3_length_135347_cov_39.786536_pilon sw=shovill-spades/1.1.0 date=20240723	7652..8869	Erythromycin, Azithromycin	U83667
SAMN39507671	anginosus	erm(B)	99.86	738/738	100.0	1..738	SAMN39507671.contig00014 len=65509 cov=50.3 corr=0 origname=NODE_14_length_65509_cov_50.263815_pilon sw=shovill-spades/1.1.0 date=20240723	24385..25122	Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S	X72021
SAMN39507671	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507671.contig00003 len=135347 cov=39.8 corr=0 origname=NODE_3_length_135347_cov_39.786536_pilon sw=shovill-spades/1.1.0 date=20240723	87888..89807	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507674	anginosus	msr(D)	99.73	1464/1464	100.0	1..1464	SAMN39507674.contig00002 len=327564 cov=39.7 corr=0 origname=NODE_2_length_327564_cov_39.661096_pilon sw=shovill-spades/1.1.0 date=20240723	19055..20518	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN39507674	anginosus	mef(A)	99.75	1218/1218	100.0	1..1218	SAMN39507674.contig00002 len=327564 cov=39.7 corr=0 origname=NODE_2_length_327564_cov_39.661096_pilon sw=shovill-spades/1.1.0 date=20240723	17718..18935	Erythromycin, Azithromycin	U83667
SAMN39507674	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507674.contig00002 len=327564 cov=39.7 corr=0 origname=NODE_2_length_327564_cov_39.661096_pilon sw=shovill-spades/1.1.0 date=20240723	148393..150312	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507675	anginosus	tet(M)	99.90	1920/1920	100.0	1..1920	SAMN39507675.contig00001 len=643507 cov=39.2 corr=0 origname=NODE_1_length_643507_cov_39.227347_pilon sw=shovill-spades/1.1.0 date=20240723	104718..106637	Doxycycline, Tetracycline, Minocycline	X75073
SAMN39507675	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507675.contig00006 len=78415 cov=37.5 corr=0 origname=NODE_6_length_78415_cov_37.509514_pilon sw=shovill-spades/1.1.0 date=20240723	49353..51272	Doxycycline, Tetracycline, Minocycline	M20925
SAMN39507676	anginosus	tet(O)	99.58	1920/1920	100.0	1..1920	SAMN39507676.contig00009 len=92856 cov=33.7 corr=0 origname=NODE_9_length_92856_cov_33.658634_pilon sw=shovill-spades/1.1.0 date=20240723	14954..16873	Doxycycline, Tetracycline, Minocycline	M20925
