Genome	Species	Resistance gene	Identity	Alignment Length/Gene Length	Coverage	Position in reference	Contig	Position in contig	Phenotype	Accession no.
SAMN41328620	sp001556435	tet(M)	99.84	1920/1920	100.0	1..1920	SAMN41328620.contig00011 len=43755 cov=43.5 corr=0 origname=NODE_11_length_43755_cov_43.468060_pilon sw=shovill-spades/1.1.0 date=20240725	9719..11638	Doxycycline, Tetracycline, Minocycline	X75073
SAMN41328701	sp001556435	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN41328701.contig00001 len=434131 cov=32.2 corr=0 origname=NODE_1_length_434131_cov_32.201281_pilon sw=shovill-spades/1.1.0 date=20240725	44470..45933	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN41328701	sp001556435	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN41328701.contig00001 len=434131 cov=32.2 corr=0 origname=NODE_1_length_434131_cov_32.201281_pilon sw=shovill-spades/1.1.0 date=20240725	43133..44350	Erythromycin, Azithromycin	U83667
SAMN41329018	sp001556435	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN41329018.contig00003 len=232717 cov=36.4 corr=0 origname=NODE_3_length_232717_cov_36.383571_pilon sw=shovill-spades/1.1.0 date=20240720	30460..31923	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN41329018	sp001556435	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN41329018.contig00003 len=232717 cov=36.4 corr=0 origname=NODE_3_length_232717_cov_36.383571_pilon sw=shovill-spades/1.1.0 date=20240720	32043..33260	Erythromycin, Azithromycin	U83667
SAMN41329462	sp001556435	msr(D)	100.00	1464/1464	100.0	1..1464	SAMN41329462.contig00005 len=215927 cov=33.6 corr=0 origname=NODE_5_length_215927_cov_33.565213_pilon sw=shovill-spades/1.1.0 date=20240721	29665..31128	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN41329462	sp001556435	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN41329462.contig00005 len=215927 cov=33.6 corr=0 origname=NODE_5_length_215927_cov_33.565213_pilon sw=shovill-spades/1.1.0 date=20240721	31248..32465	Erythromycin, Azithromycin	U83667
SAMN41329462	sp001556435	lsa(C)	99.86	1479/1479	100.0	1..1479	SAMN41329462.contig00006 len=214968 cov=53.0 corr=0 origname=NODE_6_length_214968_cov_53.017435_pilon sw=shovill-spades/1.1.0 date=20240721	91253..92731	Lincomycin, Clindamycin, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin	HM990671
SAMN41594762	sp001556435	msr(D)	99.86	1464/1464	100.0	1..1464	SAMN41594762.contig00002 len=321948 cov=47.7 corr=0 origname=NODE_2_length_321948_cov_47.748093_pilon sw=shovill-spades/1.1.0 date=20240724	187168..188631	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN41594762	sp001556435	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN41594762.contig00002 len=321948 cov=47.7 corr=0 origname=NODE_2_length_321948_cov_47.748093_pilon sw=shovill-spades/1.1.0 date=20240724	188751..189968	Erythromycin, Azithromycin	U83667
SAMN41594763	sp001556435	msr(D)	99.86	1464/1464	100.0	1..1464	SAMN41594763.contig00001 len=1129187 cov=30.9 corr=0 origname=NODE_1_length_1129187_cov_30.938447_pilon sw=shovill-spades/1.1.0 date=20240724	818251..819714	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN41594763	sp001556435	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN41594763.contig00001 len=1129187 cov=30.9 corr=0 origname=NODE_1_length_1129187_cov_30.938447_pilon sw=shovill-spades/1.1.0 date=20240724	819834..821051	Erythromycin, Azithromycin	U83667
SAMN41594764	sp001556435	msr(D)	99.86	1464/1464	100.0	1..1464	SAMN41594764.contig00001 len=1129481 cov=32.6 corr=0 origname=NODE_1_length_1129481_cov_32.557837_pilon sw=shovill-spades/1.1.0 date=20240724	818545..820008	Erythromycin, Azithromycin, Telithromycin, Quinupristin, Pristinamycin IA, Virginiamycin S	AF274302
SAMN41594764	sp001556435	mef(A)	100.00	1218/1218	100.0	1..1218	SAMN41594764.contig00001 len=1129481 cov=32.6 corr=0 origname=NODE_1_length_1129481_cov_32.557837_pilon sw=shovill-spades/1.1.0 date=20240724	820128..821345	Erythromycin, Azithromycin	U83667
