sample_key	GTDB_214	sample	element_symbol	element_name	source
NA	NA	SAMN43302820	tet(M)	tetracycline resistance ribosomal protection protein Tet(M)	atb
NA	NA	SAMN43302820	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	atb
NA	NA	SAMN43302821	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	atb
NA	NA	SAMN47264449	dfrF	trimethoprim-resistant dihydrofolate reductase DfrF	atb
NA	NA	SAMN47264449	erm(A)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	atb
NA	NA	SAMN47264449	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	atb
NA	NA	SAMN47264449	blaTEM-116	broad-spectrum class A beta-lactamase TEM-116	atb
NA	NA	SAMEA104042167	NA	NA	atb
NA	NA	SAMEA104042168	NA	NA	atb
NA	NA	SAMEA104042169	NA	NA	atb
NA	NA	SAMEA104042172	NA	NA	atb
NA	NA	SAMEA104055225	NA	NA	atb
NA	NA	SAMEA104055226	NA	NA	atb
NA	NA	SAMEA104055228	NA	NA	atb
NA	NA	SAMEA104055229	NA	NA	atb
NA	NA	SAMEA104055302	NA	NA	atb
NA	NA	SAMEA104428578	NA	NA	atb
NA	NA	SAMEA111504470	NA	NA	atb
NA	NA	SAMEA111506406	NA	NA	atb
NA	NA	SAMEA112750615	NA	NA	atb
NA	NA	SAMEA114241914	NA	NA	atb
NA	NA	SAMEA114309377	NA	NA	atb
NA	NA	SAMEA2437857	NA	NA	atb
NA	NA	SAMEA3882160	NA	NA	atb
NA	NA	SAMEA3882167	NA	NA	atb
NA	NA	SAMEA6623500	NA	NA	atb
NA	NA	SAMEA6623505	NA	NA	atb
NA	NA	SAMEA6623512	NA	NA	atb
NA	NA	SAMEA9956639	NA	NA	atb
NA	NA	SAMN02441718	NA	NA	atb
NA	NA	SAMN03197043	NA	NA	atb
NA	NA	SAMN03198039	NA	NA	atb
NA	NA	SAMN04480053	NA	NA	atb
NA	NA	SAMN06624126	NA	NA	atb
NA	NA	SAMN12797000	NA	NA	atb
NA	NA	SAMN19595174	NA	NA	atb
NA	NA	SAMN20399902	NA	NA	atb
NA	NA	SAMN20399903	NA	NA	atb
NA	NA	SAMN22091666	NA	NA	atb
NA	NA	SAMN26876585	NA	NA	atb
NA	NA	SAMN31407743	NA	NA	atb
NA	NA	SAMN41336369	NA	NA	atb
NA	NA	SAMN41337658	NA	NA	atb
